sample,variable,value,adjusted_value,label,region,tumor_type
00b9d0e6-69dc-4345-bffd-ce32880c8eef,DUP,0,0,norloop_tts,TTS,Lymphoid
00b9d0e6-69dc-4345-bffd-ce32880c8eef,TRA,0,0,norloop_tts,TTS,Lymphoid
00b9d0e6-69dc-4345-bffd-ce32880c8eef,h2hINV,0,0,norloop_tts,TTS,Lymphoid
00b9d0e6-69dc-4345-bffd-ce32880c8eef,t2tINV,0,0,norloop_tts,TTS,Lymphoid
00b9d0e6-69dc-4345-bffd-ce32880c8eef,INV,0,0,norloop_tts,TTS,Lymphoid
00c27940-c623-11e3-bf01-24c6515278c0,total_sv,0,0,rloop_tss,TSS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,DEL,0,0,rloop_tss,TSS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,DUP,0,0,rloop_tss,TSS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,TRA,0,0,rloop_tss,TSS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,h2hINV,0,0,rloop_tss,TSS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,t2tINV,0,0,rloop_tss,TSS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,INV,0,0,rloop_tss,TSS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,total_sv,0,0,norloop_tss,TSS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,DEL,0,0,norloop_tss,TSS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,DUP,0,0,norloop_tss,TSS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,TRA,0,0,norloop_tss,TSS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,h2hINV,0,0,norloop_tss,TSS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,t2tINV,0,0,norloop_tss,TSS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,INV,0,0,norloop_tss,TSS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,total_sv,2,0.228000619249682,rloop_tts,TTS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,DEL,0,0,rloop_tts,TTS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,DUP,0,0,rloop_tts,TTS,Liver
00c27940-c623-11e3-bf01-24c6515278c0,TRA,0,0,rloop_tts,TTS,Liver
